,imagenet_class,original_score,perturbated_score
428,"barrow, garden cart, lawn cart, wheelbarrow",1.1362399e-06,2.3474576e-09
429,baseball,1.1877069e-06,3.4837268e-07
430,basketball,5.3895675e-08,3.044605e-09
431,bassinet,4.0257426e-08,4.1065732e-08
432,bassoon,1.3835556e-07,1.740352e-08
433,"bathing cap, swimming cap",4.875627e-07,5.795683e-08
434,bath towel,1.2477922e-05,4.9799062e-05
435,"bathtub, bathing tub, bath, tub",6.4668916e-07,4.9402914e-08
436,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",7.653314e-08,1.998037e-10
437,"beacon, lighthouse, beacon light, pharos",1.0767423e-06,3.052874e-09
438,beaker,1.6673823e-08,7.907792e-09
439,"bearskin, busby, shako",2.3329663e-07,9.8935246e-08
440,beer bottle,3.666825e-07,1.6608709e-08
441,beer glass,3.0592213e-07,8.0199555e-08
442,"bell cote, bell cot",2.7816393e-08,1.941294e-10
443,bib,1.9664748e-08,4.1488033e-08
444,"bicycle-built-for-two, tandem bicycle, tandem",9.362704e-08,2.2079427e-09
445,"bikini, two-piece",1.1156287e-07,4.3746584e-09
446,"binder, ring-binder",2.3004117e-07,1.2232016e-07
447,"binoculars, field glasses, opera glasses",1.1946377e-06,1.2561603e-06
448,birdhouse,5.2397432e-08,4.9170974e-09
449,boathouse,1.1447349e-07,5.673333e-10
450,"bobsled, bobsleigh, bob",5.9133008e-08,7.4462125e-10
451,"bolo tie, bolo, bola tie, bola",1.2570781e-08,1.5208661e-08
452,"bonnet, poke bonnet",1.6373504e-07,2.575927e-05
453,bookcase,7.2299706e-08,3.2453757e-09
454,"bookshop, bookstore, bookstall",2.8420965e-08,3.7487946e-09
455,bottlecap,4.090153e-08,1.2063618e-09
456,bow,1.1983277e-08,1.2899282e-07
457,"bow tie, bow-tie, bowtie",4.3600658e-06,2.9585055e-06
458,"brass, memorial tablet, plaque",1.7918348e-08,3.7776038e-10
459,"brassiere, bra, bandeau",1.9038872e-08,1.7030487e-08
460,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",7.138757e-06,3.1913456e-09
461,"breastplate, aegis, egis",5.7854933e-08,4.057424e-07
462,broom,2.4366885e-08,2.3460535e-08
463,"bucket, pail",5.2979685e-05,4.0089955e-07
464,buckle,6.2175e-07,3.2695186e-06
465,bulletproof vest,3.7071885e-08,3.6560893e-10
466,"bullet train, bullet",5.9262515e-08,2.0178487e-10
467,"butcher shop, meat market",2.2474247e-09,4.828819e-10
468,"cab, hack, taxi, taxicab",1.7306762e-06,1.16003e-08
469,"caldron, cauldron",1.4033004e-08,6.779715e-09
470,"candle, taper, wax light",5.164039e-09,6.2944006e-10
471,cannon,2.9463064e-07,6.0972436e-09
472,canoe,1.5992467e-06,9.642439e-10
473,"can opener, tin opener",1.1416261e-08,7.218418e-08
474,cardigan,9.463641e-08,1.7334954e-05
475,car mirror,5.291959e-07,3.8654306e-07
476,"carousel, carrousel, merry-go-round, roundabout, whirligig",3.7230026e-09,7.638051e-09
477,"carpenter's kit, tool kit",1.0041568e-08,2.476773e-08
478,carton,2.453156e-07,3.6926693e-08
479,car wheel,6.9259636e-07,7.656706e-09
480,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",5.743956e-07,1.7159257e-07
481,cassette,1.7307405e-08,9.5713354e-08
482,cassette player,5.9222067e-08,3.9114557e-08
483,castle,2.1398232e-07,6.2853184e-10
484,catamaran,8.467973e-08,6.62386e-10
485,CD player,4.428765e-08,3.2666414e-08
486,"cello, violoncello",3.5295102e-09,6.6725275e-10
487,"cellular telephone, cellular phone, cellphone, cell, mobile phone",4.7031264e-07,1.683776e-06
488,chain,5.447513e-07,7.182449e-08
489,chainlink fence,4.5044126e-07,3.5616246e-08
490,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",7.595349e-08,1.7570809e-06
491,"chain saw, chainsaw",3.991345e-08,1.9936117e-08
492,chest,3.9432592e-07,2.310016e-08
493,"chiffonier, commode",6.315553e-08,5.0055404e-11
494,"chime, bell, gong",2.893755e-08,1.637728e-08
495,"china cabinet, china closet",2.9023392e-08,1.580309e-10
496,Christmas stocking,6.685852e-08,1.1965922e-06
497,"church, church building",7.6983774e-08,1.312328e-10
498,"cinema, movie theater, movie theatre, movie house, picture palace",5.6915077e-08,1.586383e-09
499,"cleaver, meat cleaver, chopper",8.408039e-08,6.2593796e-07
500,cliff dwelling,3.2695786e-09,2.9392586e-10
501,cloak,5.1383886e-08,1.18495166e-07
502,"clog, geta, patten, sabot",1.3171635e-07,8.7880653e-07
503,cocktail shaker,8.435282e-08,1.1302208e-07
504,coffee mug,6.645216e-07,1.5741213e-06
505,coffeepot,4.1503657e-08,4.196393e-09
506,"coil, spiral, volute, whorl, helix",6.965562e-07,9.152843e-08
507,combination lock,1.0140199e-06,2.0527484e-07
508,"computer keyboard, keypad",8.311461e-08,5.2160775e-08
509,"confectionery, confectionary, candy store",1.7489256e-08,1.2058045e-10
510,"container ship, containership, container vessel",3.92171e-07,5.934156e-11
511,convertible,2.3645908e-08,2.2050166e-10
512,"corkscrew, bottle screw",2.9273242e-08,1.3462181e-08
513,"cornet, horn, trumpet, trump",3.762524e-08,6.217418e-09
514,cowboy boot,9.907866e-08,1.0310189e-07
515,"cowboy hat, ten-gallon hat",1.213275e-07,6.802253e-07
516,cradle,4.5505885e-08,3.073252e-09
517,crane,1.2700822e-07,7.547045e-10
518,crash helmet,7.10346e-07,1.0924185e-06
519,crate,1.6139032e-06,2.588673e-09
520,"crib, cot",3.455137e-08,3.952213e-09
521,Crock Pot,3.913048e-08,2.058496e-09
522,croquet ball,4.1532508e-07,3.0589182e-09
523,crutch,1.8642639e-06,1.4061547e-07
524,cuirass,1.967184e-08,3.0600578e-08
525,"dam, dike, dyke",8.665496e-08,1.0106481e-09
526,desk,3.7766092e-08,6.0531646e-09
527,desktop computer,2.8642233e-08,3.7907657e-08
528,"dial telephone, dial phone",5.3246843e-08,1.7176504e-08
529,"diaper, nappy, napkin",5.1689074e-07,2.2515883e-06
530,digital clock,4.0668178e-07,4.665693e-08
531,digital watch,3.1572933e-06,6.7214295e-08
532,"dining table, board",3.012054e-09,1.05827465e-11
533,"dishrag, dishcloth",3.3988332e-08,5.1220333e-08
534,"dishwasher, dish washer, dishwashing machine",1.0047326e-06,3.8442536e-08
535,"disk brake, disc brake",1.05367135e-07,8.614321e-08
536,"dock, dockage, docking facility",2.4926824e-06,1.1873916e-09
537,"dogsled, dog sled, dog sleigh",2.2211307e-06,3.056119e-09
538,dome,1.2608065e-07,8.824029e-10
539,"doormat, welcome mat",1.5514162e-05,4.2009864e-07
540,"drilling platform, offshore rig",4.6049056e-08,1.5672666e-10
541,"drum, membranophone, tympan",2.5407687e-07,8.112372e-08
542,drumstick,1.6560698e-07,1.3297933e-08
543,dumbbell,4.0729932e-07,4.6728e-08
544,Dutch oven,3.4321218e-08,7.2109076e-11
545,"electric fan, blower",1.1095066e-07,2.621086e-06
546,electric guitar,8.050548e-09,2.650483e-08
547,electric locomotive,6.8996026e-10,3.9920953e-12
548,entertainment center,2.4131788e-08,1.1013273e-09
549,envelope,5.383485e-08,5.729546e-09
550,espresso maker,1.5167332e-08,1.401926e-09
551,face powder,6.245071e-08,1.5066952e-08
552,"feather boa, boa",7.989324e-07,2.4569342e-06
553,"file, file cabinet, filing cabinet",3.3941967e-07,2.961776e-09
554,fireboat,1.4340259e-06,5.675284e-09
555,"fire engine, fire truck",1.3113377e-07,1.0303155e-10
556,"fire screen, fireguard",2.634255e-09,5.539765e-10
557,"flagpole, flagstaff",1.5513564e-06,8.845271e-08
558,"flute, transverse flute",7.512676e-08,1.782804e-07
559,folding chair,5.2527747e-07,4.49995e-10
560,football helmet,1.8618458e-06,5.4272385e-07
561,forklift,1.2499693e-07,1.3003862e-09
562,fountain,4.023196e-07,1.5816684e-07
563,fountain pen,6.563455e-08,1.9341222e-08
564,four-poster,1.6971053e-09,1.6502822e-09
565,freight car,2.6989937e-09,3.1530736e-11
566,"French horn, horn",1.02376285e-08,2.572465e-09
567,"frying pan, frypan, skillet",2.2130092e-08,4.74572e-10
568,fur coat,5.6855976e-07,1.0240082e-06
569,"garbage truck, dustcart",2.3895815e-08,6.282284e-11
570,"gasmask, respirator, gas helmet",1.9234999e-07,9.881445e-06
571,"gas pump, gasoline pump, petrol pump, island dispenser",3.2180688e-07,4.614457e-09
572,goblet,5.1685845e-08,1.5252651e-07
573,go-kart,1.7263817e-08,3.7438477e-10
574,golf ball,2.6925514e-05,8.9797794e-07
575,"golfcart, golf cart",4.036053e-08,1.7977199e-10
576,gondola,3.7075704e-08,9.214978e-11
577,"gong, tam-tam",1.7636816e-08,6.0430136e-09
578,gown,4.348872e-07,2.3837712e-08
579,"grand piano, grand",5.0356878e-08,2.242336e-09
580,"greenhouse, nursery, glasshouse",1.7606299e-08,5.7249333e-10
581,"grille, radiator grille",6.9485004e-08,1.6338084e-09
582,"grocery store, grocery, food market, market",3.302491e-08,2.2412962e-10
583,guillotine,3.2267085e-08,7.692067e-10
584,hair slide,2.3132307e-09,6.548519e-08
585,hair spray,1.9781622e-07,1.5469554e-06
586,half track,5.5461045e-09,7.7656825e-11
587,hammer,4.3606002e-07,1.2336745e-06
588,hamper,2.3967432e-08,2.3382935e-08
589,"hand blower, blow dryer, blow drier, hair dryer, hair drier",6.6247657e-07,5.8096037e-05
590,"hand-held computer, hand-held microcomputer",1.6213063e-08,3.0235343e-09
591,"handkerchief, hankie, hanky, hankey",8.128564e-08,2.2513059e-07
592,"hard disc, hard disk, fixed disk",2.2197518e-08,6.389739e-08
593,"harmonica, mouth organ, harp, mouth harp",8.1600206e-08,5.2728564e-07
594,harp,3.8403045e-09,3.6896473e-09
595,"harvester, reaper",2.3590665e-09,1.8369034e-11
596,hatchet,2.523616e-07,2.1982635e-07
597,holster,2.0025006e-08,1.5344114e-07
598,"home theater, home theatre",1.848037e-08,9.5003605e-09
599,honeycomb,2.796012e-08,1.1337541e-09
600,"hook, claw",7.159978e-07,1.0834666e-06
601,"hoopskirt, crinoline",1.2939279e-08,2.084947e-09
602,"horizontal bar, high bar",7.573144e-08,4.1098875e-08
603,"horse cart, horse-cart",5.6935896e-09,1.9070458e-10
604,hourglass,1.6025979e-08,2.3430158e-09
605,iPod,1.5794117e-07,2.2805214e-07
606,"iron, smoothing iron",3.266163e-07,2.0305328e-05
607,jack-o'-lantern,3.3601375e-09,4.866912e-11
608,"jean, blue jean, denim",2.5094025e-06,6.1720802e-06
609,"jeep, landrover",6.534061e-07,8.2551227e-10
610,"jersey, T-shirt, tee shirt",1.0459888e-06,1.2528403e-06
611,jigsaw puzzle,3.8825817e-08,8.772716e-09
612,"jinrikisha, ricksha, rickshaw",1.3421144e-08,7.376898e-11
613,joystick,4.8221548e-08,9.1684804e-08
614,kimono,1.0757383e-08,7.349033e-08
615,knee pad,2.9043445e-06,7.867676e-05
616,knot,1.9292106e-06,4.1648786e-06
617,"lab coat, laboratory coat",6.1840655e-07,1.4321624e-07
618,ladle,2.6619396e-08,3.0456622e-09
619,"lampshade, lamp shade",4.211875e-08,3.2931478e-08
620,"laptop, laptop computer",3.692026e-07,5.567364e-08
621,"lawn mower, mower",9.915522e-08,2.1864024e-09
622,"lens cap, lens cover",2.2800264e-06,1.2214898e-06
623,"letter opener, paper knife, paperknife",3.6223187e-09,1.00061905e-08
624,library,1.2023074e-07,1.4582897e-09
625,lifeboat,3.5190948e-07,2.979526e-10
626,"lighter, light, igniter, ignitor",2.024619e-07,3.7286955e-07
627,"limousine, limo",5.992279e-08,2.6229308e-10
628,"liner, ocean liner",8.170139e-07,9.936766e-10
629,"lipstick, lip rouge",1.1466496e-08,3.5627916e-09
630,Loafer,8.404383e-08,1.8439758e-08
631,lotion,2.1395623e-07,1.4430861e-08
632,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",3.84442e-07,5.145173e-07
633,"loupe, jeweler's loupe",1.2345492e-07,3.6085345e-07
634,"lumbermill, sawmill",3.3314587e-09,2.6320718e-10
635,magnetic compass,2.6128394e-08,2.1455002e-09
636,"mailbag, postbag",1.746961e-07,8.745868e-07
637,"mailbox, letter box",1.6816223e-06,3.1678213e-09
638,maillot,2.4451692e-06,5.8304977e-08
639,"maillot, tank suit",2.2045423e-07,1.3624585e-08
640,manhole cover,4.0857554e-08,6.7496997e-10
641,maraca,7.0104825e-08,3.1634574e-08
642,"marimba, xylophone",5.7894454e-08,1.3402275e-09
643,mask,2.1975733e-07,5.6043154e-05
644,matchstick,1.4336587e-07,6.0666686e-08
645,maypole,3.6624526e-09,5.838861e-10
646,"maze, labyrinth",4.825327e-07,3.9342445e-09
647,measuring cup,1.9442534e-07,6.855721e-09
648,"medicine chest, medicine cabinet",7.36467e-08,9.174213e-09
649,"megalith, megalithic structure",2.1161636e-08,1.1910775e-09
650,"microphone, mike",1.6388432e-06,0.00013237253
651,"microwave, microwave oven",4.047624e-08,3.500987e-08
652,military uniform,8.768261e-08,1.0485371e-09
653,milk can,5.705322e-08,1.9092632e-09
654,minibus,3.8294755e-07,1.2011935e-09
655,"miniskirt, mini",5.375259e-07,2.0149268e-07
656,minivan,2.7450392e-07,4.250718e-10
657,missile,8.8467445e-08,2.8838046e-10
658,mitten,1.4591764e-08,5.799833e-07
659,mixing bowl,1.775059e-07,6.92712e-09
660,"mobile home, manufactured home",9.315508e-08,4.4205875e-10
661,Model T,6.7997674e-09,3.380561e-11
662,modem,1.1496607e-08,1.2959332e-07
663,monastery,2.4543703e-09,2.6620251e-11
664,monitor,1.2581161e-07,3.5225435e-07
665,moped,8.3004984e-08,7.751362e-10
666,mortar,4.0959436e-09,1.0073822e-09
667,mortarboard,2.1476288e-07,5.1861457e-07
668,mosque,3.1355583e-07,8.3241064e-10
669,mosquito net,2.0210713e-09,9.208017e-08
670,"motor scooter, scooter",1.1732848e-07,1.8961368e-09
671,"mountain bike, all-terrain bike, off-roader",1.4343836e-07,9.351162e-09
672,mountain tent,1.02358655e-07,2.4702094e-09
673,"mouse, computer mouse",3.7358298e-08,3.4805484e-07
674,mousetrap,9.404992e-09,3.0143287e-08
675,moving van,2.2374998e-07,7.1534306e-10
676,muzzle,3.8535123e-05,0.0006986384
677,nail,5.327051e-08,3.8290832e-08
678,neck brace,6.648665e-07,2.2348122e-06
679,necklace,4.8429376e-09,3.5693417e-09
680,nipple,7.045092e-08,6.023799e-08
681,"notebook, notebook computer",8.987899e-07,1.2826466e-07
682,obelisk,2.6642917e-08,7.27762e-10
683,"oboe, hautboy, hautbois",8.0619394e-08,1.4114032e-08
684,"ocarina, sweet potato",5.6725852e-08,8.9222016e-07
685,"odometer, hodometer, mileometer, milometer",3.2945575e-08,2.3390638e-09
686,oil filter,1.3542078e-08,6.0723323e-07
687,"organ, pipe organ",6.2641674e-09,1.344979e-11
688,"oscilloscope, scope, cathode-ray oscilloscope, CRO",1.53758e-08,2.9765015e-08
689,overskirt,2.1766424e-09,8.374034e-09
690,oxcart,4.2648707e-09,8.512535e-11
691,oxygen mask,1.7703051e-07,1.9957613e-06
692,packet,6.281579e-08,1.2341563e-07
693,"paddle, boat paddle",3.15128e-06,1.859832e-08
694,"paddlewheel, paddle wheel",1.0887479e-06,4.120213e-10
695,padlock,6.695815e-07,2.3902896e-07
696,paintbrush,4.4013353e-07,2.6375978e-06
697,"pajama, pyjama, pj's, jammies",4.7822745e-08,4.9242235e-08
698,palace,8.2618165e-08,3.8974046e-11
699,"panpipe, pandean pipe, syrinx",1.289321e-08,1.8256172e-08
700,paper towel,1.4925717e-05,4.243738e-05
701,"parachute, chute",1.3455737e-06,6.912685e-08
702,"parallel bars, bars",2.9239663e-07,3.176572e-08
703,park bench,1.1731556e-06,1.7846775e-08
704,parking meter,3.193125e-06,6.904884e-08
705,"passenger car, coach, carriage",1.889463e-07,6.124663e-11
706,"patio, terrace",8.445162e-09,1.2815465e-10
707,"pay-phone, pay-station",2.6859294e-07,3.1231455e-08
708,"pedestal, plinth, footstall",1.5280762e-07,2.8122637e-08
709,"pencil box, pencil case",3.0002038e-08,9.474394e-07
710,pencil sharpener,4.9891383e-08,2.523619e-07
711,"perfume, essence",2.5355341e-08,4.3058275e-08
712,Petri dish,2.4206562e-08,6.1339636e-09
713,photocopier,1.0598407e-08,1.0194887e-08
714,"pick, plectrum, plectron",3.09785e-08,2.3703474e-07
715,pickelhaube,3.795585e-09,2.6587259e-08
716,"picket fence, paling",9.197084e-07,1.5141886e-08
717,"pickup, pickup truck",8.60656e-08,2.3099167e-10
718,pier,2.385796e-07,2.8834252e-10
719,"piggy bank, penny bank",3.028716e-08,1.1434782e-07
720,pill bottle,6.102572e-07,4.3343522e-07
721,pillow,1.8948133e-07,4.027318e-06
722,ping-pong ball,1.4325565e-06,4.4336296e-08
723,pinwheel,1.5162792e-08,4.6609676e-09
724,"pirate, pirate ship",7.8379125e-09,3.6792658e-10
725,"pitcher, ewer",2.4185562e-08,3.3725026e-08
726,"plane, carpenter's plane, woodworking plane",5.412493e-10,7.6433915e-11
727,planetarium,7.932365e-08,3.0693974e-09
728,plastic bag,1.2425323e-06,1.0673733e-06
729,plate rack,7.468952e-09,2.684717e-10
730,"plow, plough",6.5320545e-09,2.1045152e-10
731,"plunger, plumber's helper",2.9434696e-07,8.78814e-09
732,"Polaroid camera, Polaroid Land camera",4.94851e-08,4.4307637e-08
733,pole,6.5851923e-06,1.2982092e-07
734,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",6.871233e-07,1.1787131e-09
735,poncho,9.290121e-09,2.734831e-07
736,"pool table, billiard table, snooker table",2.420565e-07,1.268646e-08
737,"pop bottle, soda bottle",2.13597e-07,2.2247049e-08
738,"pot, flowerpot",1.2315106e-09,3.4216383e-10
739,potter's wheel,7.474738e-09,5.2097313e-09
740,power drill,1.5169779e-06,3.475588e-06
741,"prayer rug, prayer mat",3.0333986e-08,1.7647336e-08
742,printer,9.329564e-08,1.8473333e-09
743,"prison, prison house",8.3662535e-08,3.1348826e-09
744,"projectile, missile",8.623797e-08,3.9679363e-10
745,projector,7.7292746e-08,5.2957154e-07
746,"puck, hockey puck",3.9129156e-07,3.8715456e-08
747,"punching bag, punch bag, punching ball, punchball",1.6414295e-07,1.1695526e-07
748,purse,8.862853e-09,5.380237e-08
749,"quill, quill pen",2.0726503e-08,2.4045567e-05
750,"quilt, comforter, comfort, puff",7.9103324e-07,2.433713e-07
751,"racer, race car, racing car",1.0909435e-07,2.874887e-09
752,"racket, racquet",1.0709775e-06,3.8986317e-07
753,radiator,3.7142254e-07,2.903911e-07
754,"radio, wireless",9.430954e-08,4.3394827e-08
755,"radio telescope, radio reflector",6.0523995e-08,8.8933216e-10
756,rain barrel,1.6121102e-07,8.7316714e-08
757,"recreational vehicle, RV, R.V.",2.9303087e-07,1.9226931e-09
758,reel,3.1391264e-06,2.1308635e-07
759,reflex camera,9.455702e-08,3.736424e-07
760,"refrigerator, icebox",1.5518276e-07,1.9269004e-09
761,"remote control, remote",8.5420635e-07,2.6436014e-06
762,"restaurant, eating house, eating place, eatery",1.864906e-08,8.465031e-11
763,"revolver, six-gun, six-shooter",5.9442486e-09,1.918174e-08
764,rifle,1.2842797e-08,7.1502697e-09
765,"rocking chair, rocker",6.5693445e-07,1.267635e-08
766,rotisserie,5.9117418e-09,4.105825e-10
767,"rubber eraser, rubber, pencil eraser",3.2921503e-07,5.4598297e-07
768,rugby ball,1.1447534e-05,3.4112892e-07
769,"rule, ruler",3.8366954e-07,7.733619e-08
770,running shoe,4.205487e-07,2.524915e-06
771,safe,3.925029e-07,1.841175e-08
772,safety pin,9.967778e-09,1.4205905e-07
773,"saltshaker, salt shaker",4.061829e-07,1.3615318e-07
774,sandal,2.0105835e-08,3.369333e-08
775,sarong,4.689938e-08,3.86293e-08
776,"sax, saxophone",5.2634928e-08,2.7278615e-08
777,scabbard,6.4347594e-09,1.4883693e-08
778,"scale, weighing machine",9.559334e-07,3.0076325e-08
779,school bus,1.6205861e-06,1.5438963e-09
780,schooner,1.9740886e-08,3.6064443e-10
781,scoreboard,1.7872756e-07,1.0288295e-09
782,"screen, CRT screen",5.636584e-08,1.00345765e-07
783,screw,9.9977036e-08,6.144247e-08
784,screwdriver,1.7256042e-07,2.2201662e-07
785,"seat belt, seatbelt",4.4175654e-06,1.0300332e-05
786,sewing machine,2.5488054e-08,6.7863034e-08
787,"shield, buckler",8.19979e-08,6.140452e-08
788,"shoe shop, shoe-shop, shoe store",6.9763706e-09,4.137469e-09
789,shoji,4.479372e-08,3.8940797e-09
790,shopping basket,2.8695712e-08,7.7570155e-09
791,shopping cart,2.5560558e-07,6.857709e-09
792,shovel,5.655368e-07,2.8436615e-08
793,shower cap,4.202418e-06,7.768791e-06
794,shower curtain,1.1831198e-07,2.5075957e-07
795,ski,4.8859e-07,5.635161e-08
796,ski mask,1.15315544e-07,8.893771e-06
797,sleeping bag,3.6974913e-07,2.2268043e-06
798,"slide rule, slipstick",1.9170306e-08,1.3934432e-09
799,sliding door,4.6371247e-06,3.0622708e-08
800,"slot, one-armed bandit",5.1694123e-08,1.3565689e-09
801,snorkel,1.5048003e-07,5.532677e-07
802,snowmobile,9.9451825e-08,1.706996e-09
803,"snowplow, snowplough",1.9364677e-08,2.2430922e-10
804,soap dispenser,5.686451e-08,4.568012e-08
805,soccer ball,0.00016685152,2.8532466e-07
806,sock,8.19313e-08,1.9095355e-06
807,"solar dish, solar collector, solar furnace",4.6946013e-08,3.0392888e-10
808,sombrero,4.1793035e-07,2.612654e-07
809,soup bowl,1.1233503e-08,1.4587292e-09
810,space bar,1.2985983e-08,7.6059475e-10
811,space heater,4.5500266e-07,8.472365e-07
812,space shuttle,1.4832991e-06,9.681236e-09
813,spatula,5.3286135e-07,5.5403305e-08
814,speedboat,5.7152914e-07,3.0546272e-09
815,"spider web, spider's web",2.8145733e-08,2.0855765e-08
816,spindle,4.060987e-08,6.181608e-07
817,"sports car, sport car",5.6652325e-08,9.639902e-10
818,"spotlight, spot",6.8292854e-07,1.5150481e-06
819,stage,1.0985567e-07,2.0765037e-07
820,steam locomotive,1.3521971e-08,4.5642688e-11
821,steel arch bridge,5.7335328e-08,3.04465e-10
822,steel drum,3.8718088e-07,7.5002066e-10
823,stethoscope,2.2450888e-06,5.108582e-07
824,stole,5.639308e-07,8.248108e-07
825,stone wall,1.623584e-08,1.9681899e-10
826,"stopwatch, stop watch",5.3174205e-07,1.505952e-07
827,stove,1.7848594e-08,3.58526e-09
828,strainer,8.995257e-07,6.159749e-06
829,"streetcar, tram, tramcar, trolley, trolley car",1.5159928e-08,4.2745384e-11
830,stretcher,4.6945183e-07,8.2163076e-10
831,"studio couch, day bed",5.757938e-08,3.9841974e-09
832,"stupa, tope",9.018595e-09,5.1308745e-11
833,"submarine, pigboat, sub, U-boat",5.7690965e-08,4.647412e-09
834,"suit, suit of clothes",2.2844435e-07,4.028351e-08
835,sundial,8.767487e-09,5.4104454e-10
836,sunglass,1.2370886e-06,6.611184e-07
837,"sunglasses, dark glasses, shades",1.901697e-06,4.747977e-07
838,"sunscreen, sunblock, sun blocker",4.827877e-07,7.534066e-08
839,suspension bridge,1.4577911e-08,2.2840113e-10
840,"swab, swob, mop",1.8507302e-06,0.0002004815
841,sweatshirt,4.531285e-07,3.4341156e-07
842,"swimming trunks, bathing trunks",1.3053182e-06,6.893264e-08
843,swing,1.038317e-08,4.018505e-08
844,"switch, electric switch, electrical switch",2.614326e-07,1.2514843e-07
845,syringe,7.687915e-08,6.588108e-08
846,table lamp,1.3014971e-08,1.7992344e-08
847,"tank, army tank, armored combat vehicle, armoured combat vehicle",4.661538e-10,5.9690176e-11
848,tape player,2.4568294e-07,7.074226e-08
849,teapot,6.899593e-09,1.0835875e-08
850,"teddy, teddy bear",2.6147416e-06,7.689629e-05
851,"television, television system",1.4483714e-07,3.918899e-07
852,tennis ball,0.0007908903,1.3841353e-05
853,"thatch, thatched roof",1.8137684e-09,5.31164e-10
854,"theater curtain, theatre curtain",3.3920444e-09,1.2902796e-08
855,thimble,5.6987208e-08,2.4218252e-06
856,"thresher, thrasher, threshing machine",1.3035584e-09,2.618146e-11
857,throne,6.215253e-09,3.394901e-10
858,tile roof,2.044505e-09,1.1295096e-11
859,toaster,2.5481345e-08,4.4613158e-09
860,"tobacco shop, tobacconist shop, tobacconist",1.07503695e-08,3.75643e-10
861,toilet seat,2.0740107e-08,8.179172e-10
862,torch,5.788907e-07,2.6793588e-08
863,totem pole,2.2649967e-08,2.3023269e-08
864,"tow truck, tow car, wrecker",7.517001e-09,5.3017764e-12
865,toyshop,5.4402573e-08,7.857844e-09
866,tractor,2.0498907e-08,2.945954e-10
867,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",1.034682e-07,3.3248657e-10
868,tray,8.928214e-08,4.112058e-09
869,trench coat,6.003619e-07,3.9571322e-08
870,"tricycle, trike, velocipede",2.952607e-07,1.706156e-09
871,trimaran,2.4476769e-08,3.8795914e-10
872,tripod,2.8190598e-06,7.849056e-08
873,triumphal arch,3.428674e-08,3.6527928e-10
874,"trolleybus, trolley coach, trackless trolley",1.4871815e-08,1.0418696e-11
875,trombone,2.2881578e-08,1.1869591e-09
876,"tub, vat",1.9801187e-06,3.276126e-08
877,turnstile,2.671878e-07,2.8971865e-09
878,typewriter keyboard,2.6879228e-09,6.1962124e-10
879,umbrella,1.354527e-06,3.166216e-08
880,"unicycle, monocycle",6.2232965e-07,3.8377916e-08
881,"upright, upright piano",2.6418189e-08,4.025436e-10
882,"vacuum, vacuum cleaner",5.3928557e-07,4.0282075e-07
883,vase,5.156696e-09,2.9201e-08
884,vault,2.8398533e-08,4.4145124e-10
885,velvet,6.286134e-08,1.8779614e-08
886,vending machine,2.720671e-07,3.61602e-09
887,vestment,4.7110857e-09,9.394326e-11
888,viaduct,7.93359e-08,4.9199284e-10
889,"violin, fiddle",2.6150166e-09,2.7676168e-09
890,volleyball,9.819279e-07,2.1117389e-08
891,waffle iron,5.5781886e-08,5.4044946e-10
892,wall clock,7.502552e-08,1.0274083e-08
893,"wallet, billfold, notecase, pocketbook",1.1432254e-08,3.5687052e-07
894,"wardrobe, closet, press",6.7796464e-08,3.2145618e-08
895,"warplane, military plane",7.690672e-08,1.1345568e-09
896,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",1.3304533e-07,1.108538e-07
897,"washer, automatic washer, washing machine",1.9489521e-07,3.9400382e-07
898,water bottle,1.5542832e-05,3.2096275e-06
899,water jug,1.0071533e-07,2.9000075e-08
900,water tower,1.9143077e-07,1.7638442e-09
901,whiskey jug,8.1556867e-10,3.564788e-10
902,whistle,2.3824605e-07,1.22066e-07
903,wig,6.404278e-07,2.0012058e-05
904,window screen,5.302712e-08,2.7790016e-08
905,window shade,1.6385641e-07,1.0934839e-06
906,Windsor tie,3.0232158e-08,5.99352e-08
907,wine bottle,5.099901e-07,1.8008754e-08
908,wing,1.2004404e-06,6.6921935e-10
909,wok,1.7866101e-08,7.60338e-10
910,wooden spoon,3.001745e-07,2.0260225e-08
911,"wool, woolen, woollen",2.7067918e-07,1.7105684e-05
912,"worm fence, snake fence, snake-rail fence, Virginia fence",2.0248973e-07,8.215229e-09
913,wreck,7.752855e-08,3.0885583e-10
914,yawl,8.487048e-09,4.0681875e-11
915,yurt,3.484661e-08,3.3572314e-10
916,"web site, website, internet site, site",4.5401313e-07,1.8612506e-07
917,comic book,2.2946434e-08,6.5533636e-09
918,"crossword puzzle, crossword",2.540426e-06,1.7733453e-07
919,street sign,1.00872604e-07,1.6431431e-09
920,"traffic light, traffic signal, stoplight",4.6310923e-08,2.0661103e-10
921,"book jacket, dust cover, dust jacket, dust wrapper",4.7299867e-08,1.0473794e-06
