,imagenet_class,original_score,perturbated_score
371,"patas, hussar monkey, Erythrocebus patas",2.9830587e-09,2.3673224e-10
372,baboon,7.435347e-08,1.3971386e-08
373,macaque,3.8552437e-09,2.0745552e-09
374,langur,5.4090515e-10,1.2564291e-10
375,"colobus, colobus monkey",1.5923823e-09,1.2762516e-10
376,"proboscis monkey, Nasalis larvatus",9.302032e-12,2.3562474e-12
377,marmoset,7.2727074e-10,1.6503106e-10
378,"capuchin, ringtail, Cebus capucinus",1.724575e-10,3.579266e-11
379,"howler monkey, howler",1.8422196e-10,2.9708607e-11
380,"titi, titi monkey",2.3916027e-09,4.9329635e-10
381,"spider monkey, Ateles geoffroyi",5.4125504e-10,1.2633693e-10
382,"squirrel monkey, Saimiri sciureus",8.3494635e-11,1.0214225e-11
383,"Madagascar cat, ring-tailed lemur, Lemur catta",3.4619316e-10,5.871079e-11
384,"indri, indris, Indri indri, Indri brevicaudatus",1.9274654e-10,9.221489e-11
385,"Indian elephant, Elephas maximus",4.3607957e-09,1.6538659e-09
386,"African elephant, Loxodonta africana",5.9290026e-09,3.9156714e-10
387,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",5.873644e-10,7.464514e-11
388,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",1.2684197e-10,5.874451e-11
389,"barracouta, snoek",4.562045e-09,2.3989917e-09
390,eel,1.2702688e-07,1.890807e-09
391,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",5.6101803e-09,8.364397e-09
392,"rock beauty, Holocanthus tricolor",1.805583e-09,1.274119e-09
393,anemone fish,2.95338e-10,6.726643e-11
394,sturgeon,8.328696e-10,1.9296635e-09
395,"gar, garfish, garpike, billfish, Lepisosteus osseus",9.12822e-09,7.815906e-09
396,lionfish,1.6286155e-09,1.5358255e-10
397,"puffer, pufferfish, blowfish, globefish",2.2857818e-09,2.79459e-10
398,abacus,1.7207438e-10,2.0359337e-11
399,abaya,2.1265443e-08,1.949258e-09
400,"academic gown, academic robe, judge's robe",3.7109897e-09,7.2572025e-11
401,"accordion, piano accordion, squeeze box",1.6912107e-08,2.213497e-09
402,acoustic guitar,8.862219e-09,1.3475385e-09
403,"aircraft carrier, carrier, flattop, attack aircraft carrier",1.2228171e-08,2.7464108e-07
404,airliner,3.586214e-07,1.2933558e-07
405,"airship, dirigible",1.6171025e-07,8.3636834e-08
406,altar,2.3474023e-10,1.1033598e-11
407,ambulance,7.5298053e-06,1.3132221e-05
408,"amphibian, amphibious vehicle",0.0006034011,0.9783376
409,analog clock,2.1790854e-07,5.6293494e-09
410,"apiary, bee house",4.060383e-10,4.643024e-11
411,apron,4.709273e-10,1.5039775e-11
412,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",7.91457e-08,4.7671374e-08
413,"assault rifle, assault gun",3.2700076e-08,2.9655604e-08
414,"backpack, back pack, knapsack, packsack, rucksack, haversack",2.8555862e-08,2.3524251e-09
415,"bakery, bakeshop, bakehouse",2.1351482e-08,5.805316e-10
416,"balance beam, beam",9.41891e-10,1.05118046e-10
417,balloon,2.6777748e-08,4.94195e-09
418,"ballpoint, ballpoint pen, ballpen, Biro",2.3923064e-08,9.806124e-10
419,Band Aid,1.4131721e-09,2.2030545e-10
420,banjo,6.6817596e-10,4.686085e-11
421,"bannister, banister, balustrade, balusters, handrail",2.4444324e-08,1.6733835e-09
422,barbell,7.039898e-09,5.5596255e-10
423,barber chair,2.2399593e-09,6.3001056e-11
424,barbershop,1.483287e-09,6.8546974e-11
